5601,2021/12/23 20:00,0.915900802,0.637164371,0.521740447,0.301083671,0.030035388,1.490023877
5602,2021/12/23 21:00,0.945450375,0.461061755,0.426589634,0.490816859,0.630120864,2.008589112
5603,2021/12/23 22:00,0.919319907,0.656594879,0.425129225,0.023898648,0.544995527,1.650618278
5604,2021/12/23 23:00,0.95759805,0.605398121,0.456298721,0.042400042,0.620757956,1.724854840
5605,2021/12/24 0:00,0.901376755,0.642175406,0.526855891,0.189316611,0.125290924,1.483638832
5606,2021/12/24 1:00,0.949111959,0.266283862,0.617139619,0.523473903,0.614515412,2.021412797
5607,2021/12/24 2:00,0.937211418,0.535308289,0.660251122,0.289234121,0.263186154,1.747979684
5608,2021/12/24 3:00,0.92122109,0.630768036,0.453531907,0.458397931,0.631229154,2.173927027
5609,2021/12/24 4:00,0.950273845,0.630975388,0.432128877,0.375947602,0.554029074,1.993080940
5610,2021/12/24 5:00,0.919308637,0.589437703,0.591468315,0.087316834,0.191604951,1.459827802
5611,2021/12/24 6:00,0.900664324,0.603081901,0.628509504,0.493779312,0.444602002,2.169972719
5612,2021/12/24 7:00,0.937993545,0.611633226,0.393865561,0.532434338,0.559690389,2.097623513
5613,2021/12/24 8:00,0.912624669,0.31926479,0.419287382,0.49908986,0.525622795,1.763264826
5614,2021/12/24 9:00,0.954508514,0.19559429,0.541311682,0.660089362,0.530853681,1.927849014
5615,2021/12/24 10:00,0.955379842,0.458505006,0.43580171,0.400163231,0.64959316,1.944063107
5616,2021/12/24 11:00,0.955452538,0.024128336,0.489217149,0.467620005,0.573896588,1.554862078
5617,2021/12/24 12:00,0.901241282,0.637987254,0.504173176,0.421862062,0.293831973,1.857854466
5618,2021/12/24 13:00,0.937099723,0.535348544,0.475732495,0.568008832,0.27808607,1.857175940
5619,2021/12/24 14:00,0.904272361,0.413826394,0.661478255,0.345072812,0.229480034,1.649857494
5620,2021/12/24 15:00,0.956671703,0.2834302,0.138456722,0.567776968,0.555106281,1.544770171
5621,2021/12/24 16:00,0.918320456,0.245669414,0.48469285,0.367871286,0.652027626,1.750261175
5622,2021/12/24 17:00,0.921896448,0.372791594,0.53950161,0.59513812,0.61215361,2.119584935
5623,2021/12/24 18:00,0.958006391,0.107011341,0.061757169,0.407250023,0.59371415,1.169732683
